Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
4549,Eddy Heritage House Nursing and Rehabilitation Center,NH,Residential Health Care Facility - SNF,10/21/1992,2920 Tibbits Avenue,,Troy,New York,12180,5182744125,,,41,Rensselaer,4,Capital District Regional Office,,,4102311N,"Heritage House Nursing Center, Inc",Upper Tibbets Avenue,,Troy,New York,12180,Trinity Health Corporation,20555 Victor Parkway,,Livonia,New York,48152,Not for Profit Corporation,42.731152,-73.662971,"(42.731152, -73.662971)"
14873,Brookdale Niagara Assisted Living,EHP,Enriched Housing Program,12/01/2012,6741 Nash Road,,North Tonawanda,New York,14120,7167311634,7167311823,,31,Niagara,1,Western Regional Office - Buffalo,,,500-S-002,"SH Niagara Operator, Inc.","6737 West Washington Street
Suite 2300",,"Milwaukee, WI",New York,53214,,,,,New York,,Business Corporation,43.097489,-78.865318,"(43.097489, -78.865318)"
5653,Hospice Buffalo Inc,HSPC,Hospice,03/25/1995,225 Como Park Boulevard,,Cheektowaga,New York,14227,7166861900,7166868181,,14,Erie,1,Western Regional Office - Buffalo,,,1455501F,Hospice Buffalo Inc,225 Como Park Boulevard,,Cheektowaga,New York,14227,,,,,New York,,Not for Profit Corporation,42.893028,-78.748116,"(42.893028, -78.748116)"
7004,Massry Center,HOSP-EC,Hospital Extension Clinic,09/06/1996,147 Hoosick Street,,Troy,New York,12180,,,,41,Rensselaer,4,Capital District Regional Office,Samaritan Hospital,756,4102002H,Samaritan Hospital of Troy NY Inc,2215 Burdett Avenue,,Troy,New York,12180,Trinity Health Corporation,20555 Victor Parkway,,Livonia,New York,48152,Not for Profit Corporation,42.739269,-73.676636,"(42.739269, -73.676636)"
12664,Riseboro Homecare Inc.,LHCSA,Licensed Home Care Services Agency,06/11/1999,535 Bushwick Avenue,,Brooklyn,New York,11206,7188210254,7188217986,rbscc.org,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,0871L001,Riseboro Homecare Inc.,535 Bushwick Avenue,,Brooklyn,New York,11206,,,,,New York,,Not for Profit Corporation,40.699758,-73.935805,"(40.699758, -73.935805)"
10376,Little Falls Hospital St. Johnsville Health Center,,Primary Care Hospital - Critical Access Hospital Extension Clinic,12/19/2019,8 Park Place,,St. Johnsville,New York,13452,5185683403,,,28,Montgomery,4,Capital District Regional Office,Little Falls Hospital,362,2129700C,Little Falls Hospital,140 Burwell Street,,Little Falls,New York,13365,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.997823,-74.678938,"(42.997823, -74.678938)"
3095,Greenwich House Counseling Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,08/17/1983,122 West 27th Street,,New York,New York,10001,2126911119,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Greenwich House Methadone,2941,7002287R,Co-Operative Social Settlement Society of New York City,27 Barrow Street,,New York,New York,10014,,,,,New York,,Not for Profit Corporation,40.745731,-73.991859,"(40.745731, -73.991859)"
14815,Atria Tanglewood,AH,Adult Home,12/02/2005,125 Ocean Avenue,,Lynbrook,New York,11563,5165963400,5165360599,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,400-F-306,"ATR New York LH, Inc.",500 N. Hurstbourne Parkway,Suite 200,Louisville,New York,40222,,,,,New York,,Business Corporation,40.663701,-73.659007,"(40.663701, -73.659007)"
984,Cayuga Nursing and Rehabilitation Center,NH,Residential Health Care Facility - SNF,02/01/1989,1229 Trumansburg Road,,Ithaca,New York,14850,6072738072,6072730373,,54,Tompkins,3,Central New York Regional Office,,,5401311N,"Cayuga Ridge, LLC",1229 Trumansburg Road,,Ithaca,New York,14850,,,,,New York,,LLC,42.462624,-76.532959,"(42.462624, -76.532959)"
7709,Family Practice Center of New Paltz,DTC-EC,Diagnostic and Treatment Center Extension Clinic,01/08/2007,279 Main Street,,New Paltz,New York,12561,8452552930,,,55,Ulster,6,Metropolitan Area Regional Office - New Rochelle,Family Health Center of Harlem,9375,7002137R,"Institute for Family Health, Inc.",16 East 16th Street,,New York,New York,10003,,,,,New York,,Not for Profit Corporation,41.742107,-74.06794,"(41.742107, -74.06794)"
10276,The Phillips Family Cancer Center,HOSP-EC,Hospital Extension Clinic,04/24/2019,740 County Road 39A,,Southampton,New York,11968,6316387400,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Stony Brook University Hospital,245,5151001H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.898556,-72.373734,"(40.898556, -72.373734)"
13671,"Nurturing Angels Homecare, Inc.",LHCSA,Licensed Home Care Services Agency,04/02/2019,1707 Kings Highway,2nd Floor,Brooklyn,New York,11229,7184509898,7184808034,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,2706L001,"Nurturing Angels Homecare, Inc.",1707 Kings Highway,2nd Floor,Brooklyn,New York,11229,,,,,New York,,Business Corporation,40.609918,-73.956228,"(40.609918, -73.956228)"
13476,Mason & Bugayeva Home Care Services Inc.,LHCSA,Licensed Home Care Services Agency,02/27/2017,151 Manhattan Avenue,,Brooklyn,New York,11206,3478895280,3478895355,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,2398L001,Mason & Bugayeva Home Care Services Inc.,151 Manhattan Avenue,,Brooklyn,New York,11206,,,,,New York,,Business Corporation,40.70814,-73.945332,"(40.70814, -73.945332)"
6525,Surgical Consultation Ext Clinic,HOSP-EC,Hospital Extension Clinic,01/08/2002,1299 Portland Avenue,,Rochester,New York,14621,5859225520,,,27,Monroe,2,Western Regional Office - Rochester,Rochester General Hospital,411,2701003H,Rochester General Hospital Inc,905 Culver Road,,Rochester,New York,14609,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Not for Profit Corporation,43.189716,-77.58432,"(43.189716, -77.58432)"
1218,Beth Abraham Center for Rehabilitation and Nursing,NH,Residential Health Care Facility - SNF,01/01/1901,612 Allerton Avenue,,Bronx,New York,10467,7188813000,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000399N,Abraham Operations Associates LLC,4770 White Plains Road #3,,Bronx,New York,10470,,,,,New York,,LLC,40.865292,-73.87001,"(40.865292, -73.87001)"
15262,"Hudson Surgery Center, LLC",DTC,Diagnostic and Treatment Center,01/13/2022,234-238 East 23rd Street,,New York,New York,10010,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002821R,"Hudson Surgery Center, LLC",234-238 East 23rd Street,,New York,New York,10010,,,,,New York,,LLC,,,
5546,Hopkins Center for Rehabilitation and Healthcare,NH,Residential Health Care Facility - SNF,01/12/1995,155 Dean Street,,Brooklyn,New York,11217,7186946700,7186946710,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001395N,"KFG Operating 1, LLC",155 Dean Street,,Brooklyn,New York,11217,,,,,New York,,LLC,40.686268,-73.987091,"(40.686268, -73.987091)"
13591,Right At Home South Shore Long Island,LHCSA,Licensed Home Care Services Agency,05/07/2018,1111 Route 110,Suite 207,Farmingdale,New York,11735,6318155717,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2614L001,Triple J And A Corporation,1111 Route 110,Suite 207,Farmingdale,New York,11735,,,,,New York,,Business Corporation,40.731986,-73.422796,"(40.731986, -73.422796)"
4501,BronxCare Special Care Center,NH,Residential Health Care Facility - SNF,09/13/1991,1265 Fulton Avenue,,Bronx,New York,10456,7185797000,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000364N,BronxCare Special Care Center,1276 Fulton Avenue,,Bronx,New York,10456,,,,,New York,,Not for Profit Corporation,40.831654,-73.9039,"(40.831654, -73.9039)"
13096,"Restoration Homecare Agency, Inc.",LHCSA,Licensed Home Care Services Agency,10/25/2012,862 East 57th Street,,Brooklyn,New York,11234,7184444111,7184444992,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,1778L001,"Restoration Homecare Agency, Inc.",862 East 57th Street,,Brooklyn,New York,11234,,,,,New York,,Business Corporation,40.631819,-73.921751,"(40.631819, -73.921751)"
857,Schuyler County Legislature c/o County Physicians,DTC,Diagnostic and Treatment Center,09/27/1979,106 South Perry Street,,Watkins Glen,New York,14891,6075358140,,,48,Schuyler,2,Western Regional Office - Rochester,,,4821200R,Schuyler County,105 Ninth Street,,Watkins Glen,New York,14891,,,,,New York,,County,42.375729,-76.864784,"(42.375729, -76.864784)"
8528,Altmar-Parish-Williamstown High School,,School Based Diagnostic and Treatment Center Extension Clinic,08/22/2007,639 County Route 22,,Parish,New York,13131,,,,37,Oswego,3,Central New York Regional Office,ConnextCare,738,3726201R,Northern Oswego County Health Services Inc,61 Delano Street,,Pulaski,New York,13142,,,,,New York,,Not for Profit Corporation,43.442963,-76.052277,"(43.442963, -76.052277)"
9719,Guthrie Home Health,CHHA,Certified Home Health Agency,09/05/2014,150 Broad Street - Suite I,,Waverly,New York,14892,6076872495,6076878179,,53,Tioga,3,Central New York Regional Office,,,5324601,Guthrie Home Care,275 Guthrie Drive,,Troy,New York,16947,,,,,New York,,Not for Profit Corporation,42.00064,-76.544516,"(42.00064, -76.544516)"
12604,"Amak Health Care Agency, Inc.",LHCSA,Licensed Home Care Services Agency,04/29/1999,3258 Main St,,Buffalo,New York,14214-1334,7168320875,7168324836,www.amakhealthcare.com,14,Erie,1,Western Regional Office - Buffalo,,,0677L001,"Amak Health Care Agency, Inc.",3258 Main Street,,Buffalo,New York,14214-1334,,,,,New York,,Business Corporation,42.952549,-78.824544,"(42.952549, -78.824544)"
13066,Chenango County Public Health Nursing Service,LHCSA,Licensed Home Care Services Agency,10/27/2008,5 Court Street,,Norwich,New York,13815-1654,6073371660,6073371709,,8,Chenango,3,Central New York Regional Office,,,1720L001,Chenango County,Court Street,,Norwich,New York,13815,,,,,New York,,County,42.532,-75.525955,"(42.532, -75.525955)"
13908,"Jacob Nursing & Hlthcare Emplymt Servs Agency, Inc",LHCSA,Licensed Home Care Services Agency,05/07/1999,2505 Tilden Ave,,Brooklyn,New York,11226-5015,7189414490,7187031716,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,9804L001,"Jacob Nursing & Hlthcare Emplymt Servs Agency, Inc",2505 Tilden Ave,#101,Brooklyn,New York,11226-5015,,,,,New York,,Business Corporation,40.646759,-73.953983,"(40.646759, -73.953983)"
2532,Cornerstone Family Healthcare:  The Kaplan Family Pavilion,DTC,Diagnostic and Treatment Center,05/20/1982,147-201 Lake Street,,Newburgh,New York,12550,8455653138,,,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,,,3529200R,Cornerstone Family Healthcare,2570 U. S. Route 92,,Cornwall,New York,12518,,,,,New York,,Not for Profit Corporation,41.495663,-74.029892,"(41.495663, -74.029892)"
9973,PS 28,HOSP-SB,School Based Hospital Extension Clinic,08/05/2016,475 West 155th Street,,Manhattan,New York,10032,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.831286,-73.942145,"(40.831286, -73.942145)"
2971,"Upper Hudson Planned Parenthood, Inc.",DTC-EC,Diagnostic and Treatment Center Extension Clinic,03/11/1980,804 Columbia Street,,Hudson,New York,12534,5184344979,,,10,Columbia,4,Capital District Regional Office,Upper Hudson Planned Parenthood,10,0101204R,Upper Hudson Planned Parenthood Inc,855 Central Avenue,,Albany,New York,12210,,,,,New York,,Not for Profit Corporation,42.258457,-73.7658,"(42.258457, -73.7658)"
10322,ODA Primary Health Care Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,07/05/2019,74 Wallabout Street,,Brooklyn,New York,11249,7182604600,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,"ODA Primary Health Care Network, Inc",845,7001254R,"ODA Primary Health Care Network, Inc.",128 Rutledge St,,Brooklyn,New York,11211,,,,,New York,,Not for Profit Corporation,40.698896,-73.959806,"(40.698896, -73.959806)"
4854,FMS-Albany Dialysis Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,02/01/1994,64 Albany-Shaker Rd,,Albany,New York,12204,5184270473,5184270032,,1,Albany,4,Capital District Regional Office,FMS-Southern Manhattan Dialysis Center,3414,7002176R,New York Dialysis Services Inc,650 Mcclellan,,Schenectady,New York,12304,,,,,New York,,Business Corporation,42.672859,-73.74913,"(42.672859, -73.74913)"
12494,"Special Touch Home Care Services, Inc.",LHCSA,Licensed Home Care Services Agency,03/06/1989,2091 Coney Island Ave,,Brooklyn,New York,11223-2307,7186271122,7186270606,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,0106L001,"Special Touch Home Care Services, Inc.",2091 Coney Island Ave,,Brooklyn,New York,11223-2307,,,,,New York,,Business Corporation,40.606146,-73.961427,"(40.606146, -73.961427)"
6418,PS/MS 75,,School Based Diagnostic and Treatment Center Extension Clinic,03/01/2002,984 Faile Street,,Bronx,New York,10459,7188225008,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Urban Health Plan,1205,7000225R,Urban Health Plan Inc,1070 Southern Boulevard,,Bronx,New York,10459,,,,,New York,,Not for Profit Corporation,40.822418,-73.889343,"(40.822418, -73.889343)"
9702,VBMC Cardiac Testing Center at Columbia Street,HOSP-EC,Hospital Extension Clinic,07/01/2014,1 Columbia Street,,Poughkeepsie,New York,12540,8454272894,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,Vassar Brothers Medical Center,181,1302001H,"Health Quest Systems, Inc.",45 Reade Place,,Poughkeepsie,New York,12601,Vassar Brothers Hospital Inc,Reade Place,,Poughkeepsie,New York,12601,Not for Profit Corporation,41.695889,-73.936195,"(41.695889, -73.936195)"
1398,Sheepshead Nursing & Rehabilitation Center,NH,Residential Health Care Facility - SNF,08/01/1979,2840 Knapp St,,Brooklyn,New York,11235,7186465700,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001362N,"Sheepshead Nursing & Rehabilitation Center, LLC",2840 Knapp Street,,Brooklyn,New York,11235,,,,,New York,,LLC,40.585377,-73.931381,"(40.585377, -73.931381)"
14919,The Eliot at Erie Station ALP,AH,Adult Home,10/25/1989,10 - 18 John Street,,Middletown,New York,10940,8453422077,8453422091,www.Elant.org#http://www.elant.org/#,35,Orange,5,Metropolitan Area Regional Office - New York City,,,540-F-028,"The Eliot Management Group, LLC",10-18 John Street,,Middletown,New York,10940-4919,,,,,New York,,LLC,41.447864,-74.422403,"(41.447864, -74.422403)"
13670,Buffalo Homecare Inc.,LHCSA,Licensed Home Care Services Agency,04/04/2019,490 Delaware Avenue,,Buffalo,New York,14202,7163222780,7163222778,,14,Erie,1,Western Regional Office - Buffalo,,,2705L001,Buffalo Homecare Inc.,490 Delaware Avenue,Suite 520,Buffalo,New York,14202,,,,,New York,,Business Corporation,42.897704,-78.875012,"(42.897704, -78.875012)"
12988,"Elderchoice, Inc.",LHCSA,Licensed Home Care Services Agency,06/06/2014,One Oxford Crossing,Suite #5,New Hartford,New York,13413,3152527889,3153637275,,32,Oneida,3,Central New York Regional Office,,,1603L004,"Elderchoice, Inc.",208 West Main Street,,Elbridge,New York,13060,,,,,New York,,Business Corporation,43.054329,-75.27922,"(43.054329, -75.27922)"
9425,Smith House Health Center,,Primary Care Hospital - Critical Access Hospital Extension Clinic,11/01/2012,39 Farrell Road,,Willsboro,New York,12996,5188733002,5188732005,,15,Essex,4,Capital District Regional Office,The University of Vermont Health Network - Elizabethtown Community Hospital,303,1552701C,Elizabethtown Community Hospital,Park Street,,Elizabeth,New York,12932,"The University of Vermont Health Network, Inc.",111 Colchester Avenue,,Burlington,New York,5401,Not for Profit Corporation,44.372658,-73.394829,"(44.372658, -73.394829)"
12799,Reliance Home Senior Services,LHCSA,Licensed Home Care Services Agency,11/27/2006,61-43 186th Street,,Fresh Meadows,New York,11365,7184752114,7184752113,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,1186L001,"Paramount Security Bureau, Inc.",61-43 186th Street,,Fresh Meadows,New York,11365,,,,,New York,,Business Corporation,40.739069,-73.787659,"(40.739069, -73.787659)"
1676,Cliffside Rehabilitation & Residential Health Care Center,NH,Residential Health Care Facility - SNF,02/01/1989,119-19 Graham Court,,Flushing,New York,11354,7188860700,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003380N,Cliffside Nursing Home Inc,119-19 Graham Court,,Flushing,New York,11354,,,,,New York,,Business Corporation,40.775177,-73.847572,"(40.775177, -73.847572)"
13431,South Bay Licensed Home Care Service Agency,LHCSA,Licensed Home Care Services Agency,01/27/2016,33 Cottontail Run,,Center Moriches,New York,11934,6318780758,6318780776,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,2311L001,South Bay Adult Home And Alp Llc,33 Cottontail Run,,Center Moriches,New York,11934,,,,,New York,,LLC,40.789085,-72.8138,"(40.789085, -72.8138)"
7782,Fordham Tremont Comm Mentl Health Center,HOSP-EC,Hospital Extension Clinic,05/21/1999,817 East 180th Street,,Bronx,New York,10460,,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,SBH Health System,1176,7000014H,St Barnabas Hospital Inc,4422 Third Avenue,,Bronx,New York,10457,,,,,New York,,Not for Profit Corporation,40.846352,-73.885063,"(40.846352, -73.885063)"
15388,Stony Brook University School of Dental Medicine School Base Community Mobile Program,,School Based Diagnostic and Treatment Center Extension Clinic,05/27/2009,Nicholls Road,,Stony Brook,New York,11794,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,SUNY at Stony Brook School of Dental Medicine Dental Care Center,905,5151201R,SUNY at Stony Brook,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,,,
15245,Nathan Littauer Hospital Primary/ Urgent Care,HOSP-EC,Hospital Extension Clinic,11/18/2021,375 Golf Course Road,,Amsterdam,New York,12010,5182126090,,,28,Montgomery,4,Capital District Regional Office,Nathan Littauer Hospital,330,1701000H,Nathan Littauer Hospital Inc,99 East State Street,,Gloversville,New York,12078,,,,,New York,,Not for Profit Corporation,,,
